Customer,Address,Phone,Personnummer,BankAccount
Maja Nilsson,"Industrivägen 500, 55876 Norrköping",+46 (0)8 838 168 29,700501-1981,SE8902QORV15540178275192
Kerstin Larsson,"Åkervägen 475, 38210 Växjö",099-41 71 55,520425-7512,SE8902YPZC65801887436716
Kerstin Larsson,"Åkervägen 475, 38210 Växjö",099-41 71 55,520425-7512,SE8902CUOE57010683673827
Linnéa Nordlund,"Backgatan 121, 51252 Sundsvall",08-103 54 70,531223-6358,SE8902YYYI66992869104128
Monica Brännström,"Idrottsvägen 27, 14158 Sundsvall",+46 (0)368 503 60,911213-6602,SE8902YJXB64895950552752
Monica Brännström,"Idrottsvägen 27, 14158 Sundsvall",+46 (0)368 503 60,911213-6602,SE8902VOSW39976751520748
My Jonsson Persson,"Granstigen 2, 53248 Örnsköldsvik",08-04 98 42,690921-9823,SE8902FZXA39432781655146
Anna Göransson,"Nygatan 80, 33645 Luleå",010-536 08 33,680824-6117,SE8902AGKG56449067223821
Anna Göransson,"Nygatan 80, 33645 Luleå",010-536 08 33,680824-6117,SE8902DZHP61637560790239
Anna Göransson,"Nygatan 80, 33645 Luleå",010-536 08 33,680824-6117,SE8902RZFP78915425211808
Irene Holmström,"Villavägen 99, 58085 Södertälje",08-906 71 49,980217-7437,SE8902JGET69909203043484
Michelle Söderström Skoglund,"Nygränd 17, 58160 Falun",044-608 76 26,620701-4371,SE8902QDZY71565646096031
Kerstin Jonsson Eriksson,"Idrottsstigen 8, 73465 Mölndal",+46 (0)314 601 78,620411-4224,SE8902PHZM16349003541849
Kerstin Jonsson Eriksson,"Idrottsstigen 8, 73465 Mölndal",+46 (0)314 601 78,620411-4224,SE8902ZOOA52650168897969
Kerstin Jonsson Eriksson,"Idrottsstigen 8, 73465 Mölndal",+46 (0)314 601 78,620411-4224,SE8902PDGJ32018551228361
Anneli Landström,"Stationsstigen 5, 16501 Uppsala",08-09 47 79,770403-5174,SE8902LCJQ73532447224180
Anna Karlsson,"Gengatan 385, 59223 Östersund",08-07 82 87,050912-9367,SE8902MCXU75559151329539
Elisabet Nordin,"Kvarnvägen 36, 20523 Karlskrona",08-703 23 30,560712-8013,SE8902LRII41141175631962
Ellinor Nilsson,"Kyrkvägen 40, 48517 Borås",064-093 86 80,950322-4348,SE8902XCIT83626304015289
Ellinor Nilsson,"Kyrkvägen 40, 48517 Borås",064-093 86 80,950322-4348,SE8902KXQX53312988480606
Aurora Lidén,"Industrigränd 739, 78427 Ängelholm",08-143 48 85,470803-0228,SE8902OUPU84316403774629
Agneta Sjöström,"Skogsstigen 320, 77396 Uppsala",08-10 33 15,421107-8235,SE8902ZNZJ14740429409132
Agneta Sjöström,"Skogsstigen 320, 77396 Uppsala",08-10 33 15,421107-8235,SE8902MRUT53775599153424
Agneta Sjöström,"Skogsstigen 320, 77396 Uppsala",08-10 33 15,421107-8235,SE8902JDUG38430484947972
Bianca Söderström,"Aspvägen 19, 22475 Falun",+46 (0)8 070 957 20,710308-8840,SE8902FSHP10260673043058
Bianca Söderström,"Aspvägen 19, 22475 Falun",+46 (0)8 070 957 20,710308-8840,SE8902RXEO54698137995629
Birgitta Sandberg,"Parkvägen 17, 15688 Borlänge",038-233 06 49,921123-4415,SE8902ODMT77538431211070
Birgitta Sandberg,"Parkvägen 17, 15688 Borlänge",038-233 06 49,921123-4415,SE8902PBIN91837741717535
Alice Engström,"Gentorget 40, 81491 Västerås",010-48 00 67,621218-9465,SE8902AJBK46731097300127
Alice Engström,"Gentorget 40, 81491 Västerås",010-48 00 67,621218-9465,SE8902PEON36946466714039
Rut Nilsson,"Åkerstigen 72, 87168 Linköping",08-96 13 94,061202-3424,SE8902IBRL73514393853709
Rut Nilsson,"Åkerstigen 72, 87168 Linköping",08-96 13 94,061202-3424,SE8902NCAV32496000862158
Sofia Ström,"Stationsvägen 3, 89406 Västerås",08-727 88 05,460807-7857,SE8902WUQY51836384824862
Sofia Ström,"Stationsvägen 3, 89406 Västerås",08-727 88 05,460807-7857,SE8902OSGI33975637174014
Sara Lindström,"Ekstigen 3, 85266 Uppsala",08-197 80 70,720904-0596,SE8902JQLI89762328252714
Sara Lindström,"Ekstigen 3, 85266 Uppsala",08-197 80 70,720904-0596,SE8902YOEQ24302821558052
Sara Lindström,"Ekstigen 3, 85266 Uppsala",08-197 80 70,720904-0596,SE8902NNPV87542051467826
Matilda Svensson,"Björkvägen 138, 42640 Luleå",08-744 823 51,030511-6303,SE8902GJDA67738305986789
Ines Berntsson,"Ringgatan 688, 74674 Lidingö",0435-55 86 88,640815-5569,SE8902WGYQ69186751021705
Pernilla Larsson Jansson,"Parktorget 2, 65920 Gävle",08-360 05 96,910321-0796,SE8902ZMJW13591262733635
Pernilla Larsson Jansson,"Parktorget 2, 65920 Gävle",08-360 05 96,910321-0796,SE8902VTHV28702716510201
Maria Hansson,"Backvägen 184, 20715 Örebro",+46 (0)62 43 16 67,461126-7594,SE8902DCMN11330059075548
Anna Åberg,"Skogsvägen 80, 48456 Trollhättan",08-479 956 31,760114-0374,SE8902VXCN92555967023068
Pia Karlsson,"Fabriksgränd 97, 79486 Uddevalla",+46 (0)36 86 09 52,380310-0910,SE8902KUEA52312991740375
Astrid Granström,"Grantorget 97, 98041 Borlänge",030-25 04 29,000314-7410,SE8902PSDU01157140348454
Åsa Samuelsson,"Stationsgatan 855, 32693 Mölndal",08-75 60 61,690716-0946,SE8902VVYX01959227879602
Agneta Berglund,"Parkstigen 1, 69956 Trelleborg",+46 (0)15 89 34 93,831021-0300,SE8902IZTD49242406990957
Agneta Berglund,"Parkstigen 1, 69956 Trelleborg",+46 (0)15 89 34 93,831021-0300,SE8902EMWA07310860593299
Agneta Berglund,"Parkstigen 1, 69956 Trelleborg",+46 (0)15 89 34 93,831021-0300,SE8902OQXJ58281922012233
Rita Vikström,"Parktorget 019, 54301 Linköping",+46 (0)51 24 53 27,460829-8503,SE8902GGKR42392585018307
Hanna Kjellberg,"Skolgatan 519, 81538 Lidingö",08-575 37 04,780816-3187,SE8902GTLW57183159704787
Olivia Svensson,"Skolgatan 753, 33346 Uppsala",08-352 744 54,370130-6767,SE8902VWAD86682394986970
Olivia Svensson,"Skolgatan 753, 33346 Uppsala",08-352 744 54,370130-6767,SE8902APIU03455131132898
Rebecca Nyström,"Backtorget 8, 62526 Malmö",+46 (0)382 170 34,550831-1700,SE8902XTUF07459707305027
Inger Magnusson,"Björkgatan 3, 88838 Örebro",+46 (0)8 645 376 85,610425-7636,SE8902EFHS85453059184413
Inger Magnusson,"Björkgatan 3, 88838 Örebro",+46 (0)8 645 376 85,610425-7636,SE8902STNU52506311905850
Susanne Wiberg,"Grantorget 6, 39544 Trelleborg",0178-42 84 23,550731-1461,SE8902KYVM99796065752709
Elisabeth Elofsson,"Parkgatan 99, 23197 Landskrona",0967-46 78 30,650927-0093,SE8902MKLH18090696396549
Ingrid Forsman,"Grangatan 085, 66766 Lund",002-600 38 74,010821-2200,SE8902FALO12592929038007
Agneta Johansson,"Backgränd 2, 15820 Varberg",+46 (0)82 28 90 37,781214-7663,SE8902PVCP67531685807244
Agneta Johansson,"Backgränd 2, 15820 Varberg",+46 (0)82 28 90 37,781214-7663,SE8902GRWZ34379604879742
Agneta Johansson,"Backgränd 2, 15820 Varberg",+46 (0)82 28 90 37,781214-7663,SE8902HVPT46962947592889
Charlotte Olander,"Fabriksvägen 75, 51488 Gävle",+46 (0)18 72 50 53,410929-0959,SE8902DAAY53560395643258
Amelie Karlberg,"Villagränd 81, 97300 Halmstad",024-691 32 58,790212-5132,SE8902BGEC34321233292210
Ulrika Andersson,"Villagränd 8, 35940 Malmö",0898-152 38,530507-1002,SE8902ZQQU11090079359230
Hedvig Holm,"Parkvägen 9, 51190 Kristianstad",+46 (0)8 260 584 14,521111-0225,SE8902GTSI58472323675409
Hedvig Holm,"Parkvägen 9, 51190 Kristianstad",+46 (0)8 260 584 14,521111-0225,SE8902IRAV26677525304054
Wilhelmina Skoglund,"Industristigen 29, 56865 Lidingö",08-437 21 21,810606-4010,SE8902IOMT49938428710447
Wilhelmina Skoglund,"Industristigen 29, 56865 Lidingö",08-437 21 21,810606-4010,SE8902WFYM22431253974291
Carina Berglund-Andersson,"Backvägen 68, 86490 Gävle",+46 (0)387 120 17,940117-7861,SE8902OAXX40358043905095
Carina Berglund-Andersson,"Backvägen 68, 86490 Gävle",+46 (0)387 120 17,940117-7861,SE8902RZBJ59535588376954
Carina Berglund-Andersson,"Backvägen 68, 86490 Gävle",+46 (0)387 120 17,940117-7861,SE8902IPZG65724433104559
Mohamed Gunnarsson Dahlström,"Skogsgatan 886, 62079 Kalmar",08-43 99 74,381020-9027,SE8902FVVV61614688034328
Gunilla Johansson,"Backvägen 6, 31577 Karlskoga",+46 (0)223 271 85,410527-0252,SE8902SMVS26727409745066
Gunilla Johansson,"Backvägen 6, 31577 Karlskoga",+46 (0)223 271 85,410527-0252,SE8902MXYQ14304426612222
Gunilla Johansson,"Backvägen 6, 31577 Karlskoga",+46 (0)223 271 85,410527-0252,SE8902HPFQ34725635471792
Gunilla Johansson,"Backvägen 6, 31577 Karlskoga",+46 (0)223 271 85,410527-0252,SE8902VGVU47553893715270
Lilian Hagberg,"Industrigatan 95, 46334 Skellefteå",0511-95 41 19,631221-0229,SE8902OPYN00691430716758
